post_id,upload_date,video_duration_min,avg_view_duration_sec,avg_view_percentage,subscribers_gained,traffic_source,ctr_percentage,impressions,likes,comments,shares,total_watch_time_hours,content_category
YT0000216,2025-10-13 08:32:24.541512,43.84,1656,62.96,184,External,16.52,1298237,77094,6856,363,597189.02,Comedy
YT0000217,2025-08-15 08:32:24.541512,6.12,354,96.41,148,External,2.66,758676,51151,3668,2225,74603.14,Comedy
YT0000218,2025-11-14 08:32:24.541512,38.64,386,16.65,4,Search,2.02,443229,97450,5807,354,47524.0,Music
YT0000219,2025-04-16 08:32:24.541512,53.71,2906,90.18,225,Shorts Feed,12.33,1418156,162,3302,1683,1144767.04,Music
YT0000220,2025-06-27 08:32:24.541512,20.54,182,14.77,174,Browse,13.89,1747631,66534,1517,1868,88352.46,Music
YT0000221,2025-07-02 08:32:24.541512,15.54,386,41.4,569,Suggested,17.12,51131,75146,7120,2003,5482.38,Vlog
YT0000222,2025-10-17 08:32:24.541512,11.03,454,68.6,650,Playlist,18.45,462947,69432,1722,2557,58382.76,News
YT0000223,2024-12-13 08:32:24.541512,23.89,801,55.88,293,Channel Page,7.62,275606,70740,4943,2728,61322.34,Tech
YT0000224,2025-01-20 08:32:24.541512,4.55,114,41.76,318,Playlist,10.13,1750069,22341,3078,2217,55418.85,News
YT0000225,2025-03-03 08:32:24.541512,24.94,442,29.54,261,Playlist,29.75,1267057,42564,3006,2532,155566.44,Gaming
YT0000226,2025-07-23 08:32:24.541512,2.68,27,16.79,685,Shorts Feed,7.11,631696,53643,3781,1154,4737.72,News
YT0000227,2025-07-04 08:32:24.541512,1.88,52,46.1,183,Suggested,26.17,1378735,79000,2341,2529,19915.06,Vlog
YT0000228,2025-10-13 08:32:24.541512,13.15,689,87.33,267,External,23.18,273036,41344,5640,2668,52256.06,Gaming
YT0000229,2024-12-03 08:32:24.541512,7.5,390,86.67,468,Browse,8.7,121076,21219,1885,1588,13116.57,News
YT0000230,2025-09-23 08:32:24.541512,42.91,1161,45.09,126,External,27.9,1549866,42162,1562,2451,499831.78,Vlog
YT0000231,2025-02-21 08:32:24.541512,33.36,122,6.1,449,Channel Page,14.67,1972763,57395,1343,774,66854.75,Tech
YT0000232,2025-10-16 08:32:24.541512,4.2,115,45.63,49,External,6.1,579670,32306,7121,1275,18517.24,News
YT0000233,2025-08-22 08:32:24.541512,44.32,2430,91.38,616,Browse,1.43,1233615,30792,2010,2354,832690.12,Vlog
YT0000234,2025-06-29 08:32:24.541512,33.94,409,20.08,374,Playlist,18.6,279597,57298,3278,874,31765.33,Music
YT0000235,2025-09-28 08:32:24.541512,50.51,2556,84.34,555,Search,10.85,1278751,33800,6326,726,907913.21,Comedy
YT0000236,2025-04-13 08:32:24.541512,20.58,792,64.14,185,Search,21.0,1581541,75195,2975,1959,347939.02,Music
YT0000237,2025-02-06 08:32:24.541512,8.64,353,68.09,539,Notifications,4.81,612259,13357,3080,677,60035.4,Comedy
YT0000238,2025-06-28 08:32:24.541512,37.77,2038,89.93,335,Playlist,1.84,1195083,64860,7753,2454,676549.76,Reacts
YT0000239,2025-04-06 08:32:24.541512,39.0,53,2.26,623,Shorts Feed,29.22,1409872,7491,6490,862,20756.45,Reacts
YT0000240,2025-05-14 08:32:24.541512,39.56,1800,75.83,655,Playlist,7.66,189560,44235,6135,450,94780.0,Reacts
YT0000241,2025-10-25 08:32:24.541512,22.39,38,2.83,371,External,7.34,1119480,63813,4037,379,11816.73,Tech
YT0000242,2025-06-06 08:32:24.541512,44.98,257,9.52,553,Playlist,0.12,805066,68296,4181,1678,57472.77,Music
YT0000243,2024-12-08 08:32:24.541512,12.18,403,55.15,134,Channel Page,13.7,809561,14958,5586,2077,90625.86,Comedy
YT0000244,2025-11-09 08:32:24.541512,5.04,204,67.46,454,Browse,21.26,1659345,5585,1225,1687,94029.55,Vlog
YT0000245,2025-10-18 08:32:24.541512,31.67,701,36.89,395,Shorts Feed,10.69,1004931,23741,6678,132,195682.4,Gaming
YT0000246,2025-01-28 08:32:24.541512,41.47,821,33.0,279,Shorts Feed,11.64,1821441,92986,1757,2355,415389.74,Vlog
YT0000247,2025-07-12 08:32:24.541512,5.59,21,6.26,573,Browse,0.13,556547,25729,2623,479,3246.52,Gaming
YT0000248,2025-09-12 08:32:24.541512,49.09,1699,57.68,96,Notifications,10.42,979386,18770,4046,2669,462215.78,Education
YT0000249,2025-11-19 08:32:24.541512,21.95,938,71.22,570,Playlist,2.22,24356,48441,568,1136,6346.09,Vlog
YT0000250,2024-12-30 08:32:24.541512,17.68,869,81.92,481,Browse,6.3,816868,1177,1316,163,197182.86,News
YT0000251,2025-04-30 08:32:24.541512,13.91,418,50.08,116,Suggested,26.44,778986,40043,1306,1511,90448.93,News
YT0000252,2025-09-14 08:32:24.541512,48.89,2840,96.82,372,Playlist,27.55,1081954,17401,5195,386,853541.49,Sports
YT0000253,2025-06-23 08:32:24.541512,18.66,28,2.5,449,Search,22.36,478157,81003,5231,1549,3719.0,Music
YT0000254,2025-10-14 08:32:24.541512,42.06,102,4.04,284,Browse,28.91,1219198,51489,725,1986,34543.94,Gaming
YT0000255,2024-12-27 08:32:24.541512,8.05,202,41.82,81,External,8.47,678053,72496,922,984,38046.31,Gaming
YT0000256,2025-01-10 08:32:24.541512,6.8,340,83.33,120,External,27.89,1812923,41941,6067,677,171220.51,Music
YT0000257,2025-02-19 08:32:24.541512,48.07,1786,61.92,70,Channel Page,9.39,1231692,73077,2911,1626,611056.09,Tech
YT0000258,2025-01-10 08:32:24.541512,43.66,1638,62.53,474,Browse,6.5,1492438,87893,3250,1859,679059.29,Sports
YT0000259,2025-06-27 08:32:24.541512,49.4,2135,72.03,123,Browse,19.01,552428,95529,3455,952,327620.49,Tech
YT0000260,2025-04-28 08:32:24.541512,55.14,3200,96.72,425,Shorts Feed,14.26,1126164,75233,4645,1382,1001034.67,Tech
YT0000261,2025-03-13 08:32:24.541512,55.17,930,28.09,305,Suggested,2.82,127806,4166,7408,2050,33016.55,Tech
YT0000262,2025-11-13 08:32:24.541512,11.79,113,15.97,97,Notifications,26.84,948268,78050,5686,306,29765.08,Music
YT0000263,2025-06-14 08:32:24.541512,29.07,279,16.0,114,Channel Page,19.59,577634,8897,5803,2841,44766.64,Tech
YT0000264,2025-10-02 08:32:24.541512,28.83,880,50.87,40,Channel Page,10.01,383770,5548,7492,675,93810.44,News
YT0000265,2025-05-07 08:32:24.541512,40.3,442,18.28,45,Playlist,7.17,1963427,6649,1076,2687,241065.2,Reacts
YT0000266,2024-12-27 08:32:24.541512,26.46,1029,64.81,579,Playlist,9.14,1735646,33441,3838,1422,496105.48,Education
YT0000267,2025-03-07 08:32:24.541512,22.39,457,34.02,661,Browse,17.79,155668,84541,4620,728,19761.19,Gaming
YT0000268,2025-10-29 08:32:24.541512,32.37,483,24.87,401,Suggested,21.59,1880135,28498,7017,2877,252251.45,Gaming
YT0000269,2025-09-17 08:32:24.541512,40.76,957,39.13,118,Suggested,27.27,1473480,75886,4202,642,391700.1,Education
YT0000270,2025-10-13 08:32:24.541512,26.34,711,44.99,172,Search,18.48,1244296,57240,4212,2759,245748.46,Music
YT0000271,2025-03-24 08:32:24.541512,19.91,681,57.01,696,Browse,4.59,338958,49466,6347,341,64119.56,Vlog
YT0000272,2025-06-20 08:32:24.541512,35.49,2002,94.02,407,Suggested,29.58,1157204,44935,4681,391,643534.0,Music
YT0000273,2024-12-18 08:32:24.541512,41.29,383,15.46,263,Suggested,12.81,1834685,11496,6455,506,195190.1,Gaming
YT0000274,2025-05-15 08:32:24.541512,39.96,645,26.9,586,Search,17.81,305569,84467,4486,1467,54747.78,Gaming
YT0000275,2025-09-13 08:32:24.541512,57.91,3130,90.08,298,Search,18.03,1907358,21355,3190,113,1658341.82,Education
YT0000276,2025-03-14 08:32:24.541512,1.53,11,11.98,558,Suggested,21.19,1777900,48402,7488,570,5432.47,Tech
YT0000277,2025-05-29 08:32:24.541512,7.2,248,57.41,521,Search,27.28,1838171,63296,4426,1769,126629.56,Music
YT0000278,2025-10-11 08:32:24.541512,19.01,647,56.72,288,Suggested,20.05,811381,80682,2894,1574,145823.2,Comedy
YT0000279,2025-11-02 08:32:24.541512,12.05,40,5.53,582,Playlist,23.72,1070718,96712,6593,1902,11896.87,Education
YT0000280,2025-09-29 08:32:24.541512,47.42,1027,36.1,511,Suggested,12.76,181613,41898,7035,2875,51810.15,News
YT0000281,2025-02-03 08:32:24.541512,27.41,81,4.93,427,Suggested,13.69,706369,79617,2238,2133,15893.3,Gaming
YT0000282,2025-02-22 08:32:24.541512,26.23,53,3.37,315,Playlist,23.33,1255606,48852,838,2040,18485.31,Education
YT0000283,2025-06-13 08:32:24.541512,34.88,762,36.41,60,External,4.79,1179392,54915,7194,686,249637.97,Music
YT0000284,2025-11-12 08:32:24.541512,28.58,876,51.08,4,Channel Page,28.79,492989,37885,7601,1519,119960.66,Gaming
YT0000285,2025-01-15 08:32:24.541512,59.53,2544,71.22,116,Suggested,5.18,354210,75330,2828,521,250308.4,Vlog
YT0000286,2025-01-03 08:32:24.541512,33.82,765,37.7,112,Browse,17.03,1155147,56525,1408,1980,245468.74,Education
YT0000287,2025-04-26 08:32:24.541512,56.12,1130,33.56,442,Shorts Feed,29.14,603245,21015,3614,599,189351.9,Sports
YT0000288,2025-02-17 08:32:24.541512,4.02,88,36.48,386,External,25.42,1969012,99551,3743,355,48131.4,Gaming
YT0000289,2025-05-25 08:32:24.541512,53.82,1777,55.03,317,Shorts Feed,6.17,1260323,63492,1444,25,622109.44,Music
YT0000290,2024-11-21 08:32:24.541512,7.98,79,16.5,424,Notifications,0.28,1562357,33538,3404,1162,34285.06,Reacts
YT0000291,2025-06-14 08:32:24.541512,12.02,525,72.8,231,Search,12.54,1786031,30665,5178,607,260462.85,Comedy
YT0000292,2025-01-23 08:32:24.541512,35.56,180,8.44,250,External,4.79,922546,3668,167,857,46127.3,Tech
YT0000293,2025-07-05 08:32:24.541512,8.74,136,25.93,255,Suggested,18.99,1627289,57942,2694,2310,61475.36,Music
YT0000294,2025-09-24 08:32:24.541512,4.24,83,32.63,663,Shorts Feed,16.2,705883,88596,3186,1589,16274.52,News
YT0000295,2025-11-06 08:32:24.541512,11.9,529,74.09,549,Notifications,22.01,399375,79616,2511,2146,58685.94,News
YT0000296,2025-10-19 08:32:24.541512,16.59,819,82.28,405,External,23.73,1039145,68138,4505,1189,236405.49,Reacts
YT0000297,2025-01-11 08:32:24.541512,3.42,46,22.42,598,Playlist,17.15,318211,75153,513,777,4066.03,Tech
YT0000298,2025-08-31 08:32:24.541512,4.58,57,20.74,466,Channel Page,27.88,892832,62562,1983,1650,14136.51,Sports
YT0000299,2025-08-23 08:32:24.541512,42.77,639,24.9,418,Suggested,13.49,1193600,12576,3774,1814,211864.0,Reacts
YT0000300,2025-09-25 08:32:24.541512,57.22,2266,66.0,657,External,21.84,56252,57477,171,862,35407.51,Reacts
YT0000301,2025-08-21 08:32:24.541512,43.74,1056,40.24,168,Browse,16.18,1117089,86563,5469,594,327679.44,Gaming
YT0000302,2025-08-04 08:32:24.541512,34.87,1010,48.27,554,Suggested,22.04,1680734,72455,3275,1767,471539.26,News
YT0000303,2025-10-25 08:32:24.541512,19.0,44,3.86,43,Browse,0.71,967390,57809,3802,33,11823.66,Gaming
YT0000304,2025-09-06 08:32:24.541512,27.94,109,6.5,306,External,14.59,955466,69719,6851,780,28929.39,Comedy
YT0000305,2025-04-17 08:32:24.541512,32.85,1169,59.31,319,Search,18.95,198795,54398,5225,480,64553.15,Tech
YT0000306,2025-07-05 08:32:24.541512,24.39,648,44.28,25,Suggested,28.62,1384416,26462,3165,1760,249194.88,Sports
YT0000307,2025-01-15 08:32:24.541512,45.14,1808,66.76,276,Playlist,20.43,1856505,4176,5545,366,932378.07,Sports
YT0000308,2025-01-31 08:32:24.541512,30.75,625,33.88,208,External,25.7,419840,81505,3287,2325,72888.89,Music
YT0000309,2025-06-20 08:32:24.541512,36.84,158,7.15,97,External,26.55,279427,48102,1114,769,12263.74,Reacts
YT0000310,2025-07-05 08:32:24.541512,47.5,635,22.28,373,Search,18.27,701299,77881,2831,1127,123701.35,Comedy
YT0000311,2024-12-04 08:32:24.541512,50.41,2273,75.15,534,Channel Page,13.82,1838285,78520,4530,43,1160672.72,News
YT0000312,2025-10-10 08:32:24.541512,33.3,1621,81.13,185,Channel Page,20.23,97806,8374,1530,1873,44039.87,Sports
YT0000313,2025-11-14 08:32:24.541512,5.59,234,69.77,165,Notifications,20.29,1197348,8622,3566,167,77827.62,Comedy
YT0000314,2025-08-13 08:32:24.541512,26.1,351,22.41,448,Playlist,17.24,790687,84764,3713,2437,77091.98,Vlog
YT0000315,2025-03-18 08:32:24.541512,37.54,1984,88.08,307,Suggested,21.94,1768783,13232,5236,1208,974795.96,Vlog
YT0000316,2025-07-15 08:32:24.541512,23.6,981,69.28,248,Shorts Feed,15.16,1093375,97176,6628,2648,297944.69,Gaming
YT0000317,2025-07-20 08:32:24.541512,45.25,2641,97.27,11,Browse,20.98,1095238,30404,7382,887,803478.77,News
YT0000318,2025-09-08 08:32:24.541512,6.17,215,58.08,536,Browse,16.91,543832,4014,539,234,32478.86,Music
YT0000319,2025-02-09 08:32:24.541512,8.19,168,34.19,324,Search,10.86,891365,6498,985,2545,41597.03,Sports
YT0000320,2025-09-18 08:32:24.541512,46.12,69,2.49,84,Browse,22.69,676613,74774,829,1553,12968.42,Reacts
YT0000321,2024-12-14 08:32:24.541512,48.78,979,33.45,153,Channel Page,5.55,812661,67701,498,556,220998.64,Reacts
YT0000322,2025-11-13 08:32:24.541512,32.93,1275,64.53,275,Search,27.55,1736851,80226,7459,1728,615134.73,Sports
YT0000323,2025-03-13 08:32:24.541512,10.3,401,64.89,627,Suggested,5.17,902210,69144,6659,847,100496.17,Tech
YT0000324,2025-01-16 08:32:24.541512,33.11,339,17.06,75,Notifications,4.8,1998840,76038,3634,1599,188224.1,Music
YT0000325,2025-07-04 08:32:24.541512,31.14,936,50.1,630,Shorts Feed,3.6,1686514,89712,7580,388,438493.64,Comedy
YT0000326,2025-02-24 08:32:24.541512,30.64,1533,83.39,654,Search,11.68,1751044,80768,7297,1563,745652.9,Tech
YT0000327,2025-04-13 08:32:24.541512,17.92,897,83.43,51,External,17.7,687614,71877,1303,32,171330.49,Tech
YT0000328,2025-07-30 08:32:24.541512,13.36,31,3.87,189,Playlist,9.92,362227,52399,5182,2069,3119.18,Gaming
YT0000329,2025-05-31 08:32:24.541512,49.36,1765,59.6,678,Suggested,11.36,880256,22930,5718,650,431569.96,Vlog
YT0000330,2025-01-21 08:32:24.541512,30.75,1278,69.27,219,Channel Page,18.65,913810,57429,6795,1418,324402.55,Tech
YT0000331,2025-04-26 08:32:24.541512,25.28,777,51.23,223,Browse,27.72,1086530,51686,188,1526,234509.39,Tech
YT0000332,2025-02-15 08:32:24.541512,34.18,292,14.24,355,Notifications,2.13,1027186,30319,2368,1098,83316.2,Education
YT0000333,2025-03-24 08:32:24.541512,51.97,2739,87.84,671,Channel Page,18.86,1689235,53734,1818,1546,1285226.3,Gaming
YT0000334,2025-10-23 08:32:24.541512,23.35,1374,98.07,645,Search,19.67,107039,78836,7698,1149,40853.22,News
YT0000335,2025-07-30 08:32:24.541512,28.67,463,26.92,541,Browse,25.93,1847327,65176,7603,731,237586.78,Education
YT0000336,2025-02-17 08:32:24.541512,32.36,1647,84.83,491,Browse,12.59,722804,57541,2967,1791,330682.83,Education
YT0000337,2025-02-17 08:32:24.541512,42.84,2385,92.79,687,External,22.92,412332,64002,1925,2635,273169.95,Sports
YT0000338,2025-07-03 08:32:24.541512,59.87,565,15.73,564,External,27.88,790768,90590,1421,2805,124106.64,Vlog
YT0000339,2025-11-05 08:32:24.541512,12.15,528,72.43,177,External,6.92,1110500,71361,2389,1131,162873.33,Tech
YT0000340,2025-07-29 08:32:24.541512,2.52,137,90.61,475,Browse,24.46,1442412,21626,6094,1143,54891.79,Vlog
YT0000341,2025-11-19 08:32:24.541512,56.82,91,2.67,53,External,2.98,640829,82872,7078,1657,16198.73,Music
YT0000342,2025-05-20 08:32:24.541512,24.87,1162,77.87,94,Shorts Feed,3.9,1114420,35084,4365,2124,359710.01,Sports
YT0000343,2025-06-30 08:32:24.541512,22.61,224,16.51,543,Notifications,8.7,1497967,2562,4653,1180,93206.84,News
YT0000344,2025-10-12 08:32:24.541512,38.37,2065,89.7,673,Browse,27.9,1010005,95082,5128,1325,579350.09,Vlog
YT0000345,2025-11-09 08:32:24.541512,22.78,792,57.95,218,Browse,21.83,879861,38912,163,1754,193569.42,Reacts
YT0000346,2025-09-15 08:32:24.541512,49.55,648,21.8,576,Notifications,5.09,688259,79759,3683,2242,123886.62,Music
YT0000347,2025-11-03 08:32:24.541512,4.09,180,73.35,601,Suggested,22.46,1604659,26741,2665,9,80232.95,Gaming
YT0000348,2024-12-16 08:32:24.541512,35.35,1587,74.82,447,Suggested,13.13,750566,48097,6318,984,330874.51,News
YT0000349,2025-04-08 08:32:24.541512,44.8,1714,63.76,455,External,13.17,871077,74799,5733,341,414729.44,Music
YT0000350,2025-08-15 08:32:24.541512,49.53,460,15.48,462,Suggested,22.74,1925751,55392,7208,2705,246068.18,Sports
YT0000351,2025-07-26 08:32:24.541512,12.15,655,89.85,698,Browse,12.44,639172,55055,5078,1289,116293.79,Education
YT0000352,2025-02-23 08:32:24.541512,59.28,1454,40.88,348,Channel Page,12.77,489327,25642,147,2525,197633.74,Education
YT0000353,2025-05-03 08:32:24.541512,21.56,955,73.82,155,Channel Page,24.25,1345730,58261,2670,1841,356992.26,Sports
YT0000354,2025-03-13 08:32:24.541512,15.57,340,36.39,48,Browse,23.52,236939,68270,7709,156,22377.57,Comedy
YT0000355,2025-08-28 08:32:24.541512,49.47,376,12.67,27,Notifications,19.24,844292,10592,2231,2522,88181.61,Education
YT0000356,2025-02-18 08:32:24.541512,12.55,687,91.24,566,Notifications,1.13,634960,12891,3477,948,121171.53,Gaming
YT0000357,2025-09-05 08:32:24.541512,45.67,1979,72.22,604,External,2.57,1234298,55447,2353,1079,678521.04,Gaming
YT0000358,2025-09-15 08:32:24.541512,21.5,616,47.75,681,Playlist,25.65,1652755,1466,2360,1985,282804.74,Reacts
YT0000359,2025-03-15 08:32:24.541512,5.3,301,94.65,487,Search,1.68,1633885,30844,2061,2708,136610.94,Tech
YT0000360,2025-01-12 08:32:24.541512,8.77,397,75.45,489,Notifications,22.05,197709,33140,6974,802,21802.91,Comedy
YT0000361,2025-02-18 08:32:24.541512,35.88,1197,55.6,546,Browse,6.82,240939,79429,1519,2850,80112.22,News
YT0000362,2025-01-16 08:32:24.541512,31.44,1707,90.49,121,Search,3.67,441104,38677,2388,2088,209156.81,Education
YT0000363,2024-12-14 08:32:24.541512,26.34,577,36.51,460,Playlist,16.29,1819006,269,7191,1201,291546.24,Gaming
YT0000364,2025-05-02 08:32:24.541512,15.78,425,44.89,29,Playlist,21.67,756250,5702,5568,1693,89279.51,Sports
YT0000365,2024-12-27 08:32:24.541512,13.14,767,97.29,13,Notifications,17.07,1697772,48920,4679,1462,361719.76,Education
YT0000366,2025-05-14 08:32:24.541512,56.38,2503,73.99,548,Channel Page,13.6,1781684,85813,4401,2360,1238765.29,Tech
YT0000367,2025-09-11 08:32:24.541512,4.19,148,58.87,516,Search,11.95,619570,91121,6775,761,25471.21,Sports
YT0000368,2025-04-02 08:32:24.541512,25.63,755,49.1,283,Suggested,15.23,729467,43190,5841,965,152985.44,Music
YT0000369,2025-06-12 08:32:24.541512,31.53,459,24.26,243,Suggested,8.54,1246989,99388,6574,2957,158991.1,Music
YT0000370,2025-06-20 08:32:24.541512,30.7,826,44.84,572,Browse,21.65,1008913,17642,860,2892,231489.48,Education
YT0000371,2025-02-16 08:32:24.541512,55.69,798,23.88,562,Shorts Feed,16.99,161208,1583,3951,905,35734.44,Tech
YT0000372,2025-05-04 08:32:24.541512,1.26,47,62.17,192,Search,4.38,790091,68279,397,1809,10315.08,Comedy
YT0000373,2025-06-27 08:32:24.541512,59.1,592,16.69,654,External,29.28,158156,25549,7939,591,26007.88,Education
YT0000374,2025-06-16 08:32:24.541512,35.55,748,35.07,505,Suggested,2.25,467385,10291,6805,758,97112.22,Gaming
YT0000375,2025-10-27 08:32:24.541512,15.59,737,78.79,184,Channel Page,17.0,978863,2091,1103,175,200395.01,Vlog
YT0000376,2024-12-07 08:32:24.541512,40.66,2344,96.08,541,Search,24.42,1415625,81307,1410,931,921729.17,Education
YT0000377,2025-02-19 08:32:24.541512,44.82,885,32.91,650,External,21.81,739349,52170,7932,749,181756.63,Education
YT0000378,2025-05-31 08:32:24.541512,56.3,763,22.59,523,Channel Page,12.97,134987,15391,6148,334,28609.74,Sports
YT0000379,2025-11-12 08:32:24.541512,11.9,556,77.87,377,Suggested,25.49,882178,24078,1857,1856,136247.49,Vlog
YT0000380,2025-07-25 08:32:24.541512,49.99,52,1.73,348,Search,12.07,1386950,72031,6021,1786,20033.72,Gaming
YT0000381,2024-12-14 08:32:24.541512,39.47,826,34.88,469,Suggested,22.76,1594122,77663,2694,476,365762.44,Education
YT0000382,2025-04-14 08:32:24.541512,24.9,462,30.92,100,Channel Page,6.61,52248,68027,464,2012,6705.16,Sports
YT0000383,2025-05-13 08:32:24.541512,53.84,2886,89.34,617,Browse,27.86,1309986,72553,7710,451,1050172.11,Tech
YT0000384,2025-02-12 08:32:24.541512,37.93,2089,91.79,289,Shorts Feed,29.82,966813,80311,6696,1895,561020.1,Education
YT0000385,2025-01-05 08:32:24.541512,12.16,679,93.06,593,Search,19.78,68596,28032,102,2626,12937.97,Vlog
YT0000386,2025-05-06 08:32:24.541512,9.05,399,73.48,407,Browse,26.76,233733,81916,5066,1121,25905.41,Reacts
YT0000387,2025-08-04 08:32:24.541512,23.2,455,32.69,438,Suggested,10.89,1275942,40651,2868,534,161264.89,Vlog
YT0000388,2025-08-07 08:32:24.541512,5.54,60,18.05,127,Playlist,24.8,1397514,67394,6005,1724,23291.9,Music
YT0000389,2024-11-24 08:32:24.541512,14.8,718,80.86,419,Browse,4.59,1028807,84190,65,2184,205189.84,Gaming
YT0000390,2025-03-28 08:32:24.541512,29.25,1548,88.21,314,Shorts Feed,3.82,728391,60951,6021,2895,313208.13,News
YT0000391,2025-02-25 08:32:24.541512,17.55,1014,96.3,483,Channel Page,12.56,1086360,49307,4815,691,305991.4,Education
YT0000392,2025-03-24 08:32:24.541512,58.01,535,15.37,164,Shorts Feed,5.25,161805,71478,5807,1306,24046.02,Vlog
YT0000393,2025-08-29 08:32:24.541512,19.81,746,62.76,430,Search,27.78,870548,18022,2699,1413,180396.89,News
YT0000394,2025-04-10 08:32:24.541512,25.55,30,1.96,77,Suggested,16.0,1398009,71912,7151,1910,11650.08,Sports
YT0000395,2025-07-10 08:32:24.541512,21.23,132,10.36,582,Playlist,12.82,506455,2710,4862,2813,18570.02,Reacts
YT0000396,2025-04-04 08:32:24.541512,5.85,55,15.67,158,External,28.66,555725,50269,1473,2022,8490.24,Gaming
YT0000397,2025-06-27 08:32:24.541512,3.32,78,39.16,13,Search,0.58,416730,13788,4040,2556,9029.15,Vlog
YT0000398,2025-09-19 08:32:24.541512,32.38,883,45.45,188,Channel Page,9.15,1485091,33202,2414,422,364259.82,News
YT0000399,2025-04-19 08:32:24.541512,37.21,1166,52.23,634,Search,6.6,131628,77202,2092,223,42632.85,Reacts
YT0000400,2025-02-20 08:32:24.541512,28.49,1705,99.74,655,Browse,17.48,1288277,74300,4082,2974,610142.3,Music
YT0000401,2025-03-23 08:32:24.541512,55.12,2292,69.3,447,Playlist,16.46,529941,95043,1929,2057,337395.77,Gaming
YT0000402,2025-05-13 08:32:24.541512,30.41,494,27.07,218,Suggested,1.3,1674368,42567,6597,3000,229760.5,Gaming
YT0000403,2024-12-09 08:32:24.541512,27.77,1293,77.6,634,External,22.35,1569231,23036,3935,489,563615.47,Music
YT0000404,2025-02-07 08:32:24.541512,29.67,1654,92.91,684,Browse,9.14,576095,24055,1754,1144,264683.65,Education
